,values,tweet_text
113,-1,"b'MUST WATCH:  Tearful Nurse Blows Whistle On #NewYork Hospitals ""Murdering"" #COVID19 Patients With ""Complete Medical Mismanagement""  #Coronavirus  #ChinaVirus  #WuhanVirus  @NYGovCuomo  #AndrewCuomo  @NYCMayor  #BillDeBlasio   https://t.co/f5jIxCxdz5'"
114,-1,"b'MUST WATCH:  Tearful Nurse Blows Whistle On #NewYork Hospitals ""Murdering"" #COVID19 Patients With ""Complete Medical Mismanagement""  #Coronavirus  #ChinaVirus  #WuhanVirus  @NYGovCuomo  #AndrewCuomo  @NYCMayor  #BillDeBlasio   https://t.co/uGI0vEP7qd'"
115,0,b'88 people admitted to hospitals suspected of #COVID19 citywide  Great progress  All praises to Allah (swt)  #NewYork'
116,0,b'Experts On Call 24/7 ONLINE BOOKING A COVID-19 ready Appliances repair company.  #covid19  #open #24hrs #Vikingrange  #appliancerepair #socialmediamarketing #luxury #bbqgrills #longisland #\xf0\x9f\x94\xa7 #AS #AmericanService #applianceservice #open #ny #newyork  #newyorker https://t.co/YWQ8Piz5mp'
117,0,"b'Through the pandemic, @BfloBizFirst is following six local small businesses as they cope with the trials and tribulations of #COVID19.  READ MORE: https://t.co/nognXL7omF  #smallbusiness #SMB #Buffalo #NewYork #WNY'"
118,0,"b'#NewYork doctors stunned as Central Park packed despite\xe2\x80\x99s 16,000 dead over 6 weeks and first responders risking own lives #uspoli #COVID19 #Coronavirusnyc https://t.co/unWOVPjCJx'"
119,-1,"b""Just learned something new today.....while so many hospitals around the #USA just slaps #COVID19 patients on #ventilators and just flip a fucking coin, why aren't more hospitals using this technique, especially in #NewYork and #NewJersery???  https://t.co/cu0yzJGkyE"""
120,0,b'Repair Your Damaged Nerves Permanently: https://t.co/4itBp3qN52 #Health #healthy #NervePain #NerveRepair #NerveSheildPlus #MayThe4thBeWithYou #MidnightSun #MondayMorning #MondayMood #May4th #MondayVibes #healthcare #health #pain #cbd #releif #NewYork #COVID19 #COVID\xe3\x83\xbc19 #Atlanta https://t.co/QrT6CDMUQE'
121,-1,"b'This breaks my heart and makes me so angry that we didn\xe2\x80\x99t protect these hospital workers, all people of color.  #COVID19 #COVID\xe3\x83\xbc19 #BlackLivesMatter #NewYork   https://t.co/KdAtukPoEL'"
122,0,b'MEDICAL EXPERT: FEDERAL JAIL INTENTIONALLY DESTROYING MEDICAL RECORDS AND HIDING EXTENT OF CORONAVIRUS BEHIND BARS https://t.co/s0zXYj0pLu @theintercept #LOCKDOWN2020 #COVID\xe3\x83\xbc19 #COVID19 #Covid_19 #USA #NewYork #Justice #jail #prison'
123,0,b'Latest COVID-19 News: Protein (suPAR) Identified As New Biomarker For Acute Respiratory Failure In COVID-19 Patients..https://t.co/WX8E8kW6Zb  #COVID19 #Corona #USA #UK #London #Americans #UnitedKingdom #virus #NewYork #Europe #Belgium  #Indonesia #IndiaFightsCoronavirus #Wuhan https://t.co/DNdeIOBUhP'
124,0,b'@realDonaldTrump @POTUS And here is the first one #COVID19  #NewYork #newyorkcoronavirus   https://t.co/AOVrzFVUdL'
125,0,"b'The @NationalGuardNY has been in #NewYork for 55 days helping fight the #CoronavirusPandemic.   Since they arrived they have: - Tested 185,412 people - Assembled 503,560 #COVID19 test kits - Delivered 50,517 gallons of sanitizer - Distributed 4.5 million meals #2NewsAM #LiveDesk https://t.co/MryWJSPLQN'"
126,0,"b'Trump pushes economic reopening, ups virus death projection #BreakingNews #Infections #NewYork #CDC #NYC #COVID19 #VirusCrisis #UnitedStates #Wuhan #Travel #Pandemic  #Virus #WHO #CoronoaVirus #TravelBans #Quarantine #WashingtonState #Georgia https://t.co/xr4stloqyO'"
127,1,b'Not all heroes wear capes! These 5 tech companies found a way to support the local communities in NYC.  https://t.co/puKIeg9M7C  #socialdistancing #coronavirus #COVID19 #remotework #business #productivity #NYC #Innovation #NewYork https://t.co/Nuu1f1PRIs'
128,0,"b'2/ #COVID19 daily Confirmed Deaths status update: \xe2\x96\xb6\xef\xb8\x8fGlobal: 247,971 \xe2\x96\xb6\xef\xb8\x8f#USA: 67,686 (27.3% World) \xe2\x96\xb6\xef\xb8\x8f#NewYork: 24,708 (36.5% US) \xe2\x96\xb6\xef\xb8\x8f#NYC: 18,925 (76.6% NY) #coronavirus #CoronavirusOutbreak #CoronavirusPandemic'"
129,0,"b'1/ #COVID19 daily Confirmed Cases status update: \xe2\x96\xb6\xef\xb8\x8fGlobal: 3,526,178 \xe2\x96\xb6\xef\xb8\x8f#USA: 1,158,341 (32.8% World) \xe2\x96\xb6\xef\xb8\x8f#NewYork: 316,415 (27.3% US) \xe2\x96\xb6\xef\xb8\x8f#NYC: 174,331 (55.1% NY) #coronavirus #CoronavirusOutbreak #coronaviruspandamic  JHU CSSE: https://t.co/uGGeYEJEwD'"
130,1,"b'Any1 from #USA, #covid19 stats as on 26 April, 2020. It appears, #NewJeresy &amp; #NewYork are highly infected of #coronavirus. Mostly #Asian populated areas! Please all take extra precautions, drink lots of warm water, ginger tea, citrus juices.  Stay safe all! Wear Mask. @WIONews https://t.co/patOrD9v1X'"
131,0,b'Breaking \xf0\x9f\x98\xb3 ##NewYork #NY #Trump #USA #America #UK #Australia #China #Wuhan #Coronavirus #Covid19 #Breaking #News https://t.co/4a4zuvYqHS'
132,0,b'Never reported on MassHysteriaMedia  More than 500 #NewYork residents will Expire everyday - before and After #COVID19   @SquawkCNBC'
133,0,"b""UK #Theatre... Our Reality... If we don't hear something in the next couple of weeks...   \xf0\x9f\x91\x80\xf0\x9f\x98\xb3  https://t.co/Kr6K1gdC41  #uk #concert #show #shakespeare #covid\xe3\x83\xbc19uk #coronavirusuk #covid19 #coronavirus #coronavirususa #Westend #Broadway #london #newyork #musicaltheatre #musical"""
134,0,"b'Italy eases long lockdown, leaders push vaccine effort #BreakingNews #Infections #NewYork #CDC #NYC #COVID19 #VirusCrisis #UnitedStates #Wuhan #Travel #Pandemic  #Virus #WHO #CoronoaVirus #TravelBans #Quarantine #WashingtonState #Georgia https://t.co/7jgHTYnMAp'"
135,0,b'#NewYork #Coronavirus Hospitalizations Hit Lowest Level In Over A Month https://t.co/j4VQYc3SKf via @forbes #COVID19'
136,0,"b'""Patients are being labeled as \'#coronavirus death\' even though the person may have never even tested positive for the virus. #tcot #MAGA #Conservative #COVID19 #MarkLevin #ccot #tlot #NYC #NYS #NY #NewYork  https://t.co/aSdF3JcCge'"
137,0,"b""#Partagez/#share Live FB&amp;Insta today 4 mai 2020 \xc3\xa0 19h, \xe2\x80\x9cChanter pour nos a\xc3\xaen\xc3\xa9s\xe2\x80\x9d\xe2\x9d\xa4\xef\xb8\x8f Don't forget to share if you like the event of May 4, 2020, 7pm,  \xe2\x80\x9cSing for our Elders\xe2\x80\x9d\xe2\x9d\xa4\xef\xb8\x8f #covid19 #tenorfen\xc3\xaatre #paris #dalida #love #world #peace #stayhome #balcolny #NewYork #music #opera https://t.co/8HdXn8VuSc"""
138,-1,b'This confirms my belief that  #homeless biggest spreaders of #coronavirus #Covid19 #CCPVIRUS &amp; death.And that they infected #Metro #NewYork #NJ thru free  #subways #NJTransit &amp; public bathrooms at terminals.Yet #Democrats falsely blame #Trump. @Grossman4NJ https://t.co/kgCbx9j6i0'
139,-1,b'This confirms my belief that  #homeless biggest spreaders of #coronavirus #Covid19 #CCPVIRUS &amp; death. I think they infected #Metro #NewYork #NJ thru free  #subways #NJTransit &amp; public bathrooms at terminals. Yet #Democrats falsely blame #Trump. @LandP1776 https://t.co/wkGxBdkYOW'
140,0,"b'Cholera changed the streets of #Paris. Will #COVID19 change #NewYork?   \xe2\x80\x9cDisaster brings the opportunity for reinvention, but how enthusiastically will we embrace it?\xe2\x80\x9d  Streets Should Be Car-Free During Lockdown. And After. \xe2\x81\xa6@nytimes\xe2\x81\xa9 #NYC #walking  https://t.co/PgJZ6YkwdX'"
141,1,"b'#Colorado #Paramedic honored Sunday as his body was returned to #Denver after #volunteering in #NYC to help combat #COVID19 #pandemic Died Apr30, a month after working in #NewYork Spent final days on #Ventilator Worked 32 yrs as #firefighter paramedic https://t.co/Ing934MTWI #EOW'"
142,0,b'Certain buildings were constructed due to public-health catastrophes. Streets Should Be Car-Free During Lockdown. And After. https://t.co/5JlYsBNPwt #covid19 #urbanplanning #infrastructure #ethicalurbinisation #sustainability #newyork #global'
143,0,"b'states competing with each other, competing with other countries for bids on personal protection equipment for medical staff  why do we have a federal government again?  https://t.co/hl5KaU5Bl7 #newyork #2020election #covid19usa #covid19 @dnc @DNCWarRoom https://t.co/Q0Ni5mULlD'"
144,0,b'Personal Brands are Searching for a place to be Authentic New generation of apps is targeting #video-native GenZ consumers and creators.  https://t.co/GSyZM7BjbQ #Brand #Pandemic #Business #COVID\xe3\x83\xbc19 #COVID19 #investing #media #NewYork #California #UnitedKingdom #Germany #Vimeo https://t.co/XqrmFb7Jou'
145,0,"b'B.C.E - before covid existed \xf0\x9f\xa6\xa0  . . . . . . . . #nyc #ginolee #summer #2020 #covid19 #corona #quarantine #newyork #guy #fashion #boy #menswear #producer #piano #vocals #guitar #singer #like #follow @ New York, New York https://t.co/tJHfcg0m4y'"
146,-1,"b""#NewYork has a problem and it's not #COVID19  #AbuseOfPower that has continued since #September11th A growing #surveillance #society where now the goal is to conduct #ContactTracing on #NewYorkers led by none other than the #Nanny himself #MikeBloomberg https://t.co/771u00TgIF"""
147,0,"b'@COVID19847 @carolinehills2 @JohnWight1 WARNING 18+. For those who doubt the gravity of the #COVID19 pandemic. These are bodies at an Islamic Funeral Service in #Brooklyn, NY. Remember this is just one community in one part of #NewYork, and that #Muslims are buried very quickly after death. https://t.co/dmtCQWaB1s'"
148,-1,"b'#newyork as it used to be before #covid19 #corona and failing  #trump policy faces_of_newyork #streetphotography @ Times Square, New York City https://t.co/euoSpbMadF'"
149,0,b'SHOCKING NYPD BRUTALITY CAUGHT ON CAMERA! https://t.co/TnGvV3Piog   #policebrutality #nypd #brutality #police #NewYork #policestate #martiallaw #coronavirus #covid19 #lockdown #covidiots https://t.co/ZFHHPQVvlZ'
150,0,"b'All This Reminds Me of My Uncle at The Nursing Home And at The Hospitals... Gosh, No Wonder Why Former Governor #GeorgePataki Opened Up An Investigation!!! #Hospitals #NursingHomes #NYC #NewYork #COVID19 #SecureTeam!!! https://t.co/E7KiUYSxOH'"
151,1,"b'""The atmosphere was upbeat and people were happy,"" #COVID19 #coronavirus #Texas #Houston #California #LosAngeles #NewYork #NorthCarolina #Michigan #Colorado #illinoislockdown #lockdown  see more: https://t.co/ROrZVn83Sa https://t.co/DBR9my3Lbe'"
152,0,b'#NewYork officials forces to confront an #ethicaldilemma of untold proportions: Did employees who came to work during a pandemic-induced #quarantine die as a direct result? What responsibility does the govt have to their families? #coronavirus  #COVID19 https://t.co/NZv6UcqBuu'
153,0,b'#COVID19 #MidAtlantic  Mean 3-Day Change in Deaths per Capita   #NewJersey #NewYork #Pennsylvania #Maryland #Delaware #WestVirginia https://t.co/0KJ2krKEXy'
154,0,b'#COVID19 Change in #CovidDeaths per Capita: the 50 #UnitedStates &amp; #WashingtonDC   States (or region) with greatest increases in deaths per capita: 1. #NewJersey  2. #Massachusetts 3. #NewYork 4. #RhodeIsland 5. #Connecticut  6. #WashingtonDC https://t.co/S425zjOXAG'
155,0,b'#COVID19 Crude case fatality rates across the 50 #UnitedStates &amp; #WashingtonDC   States (or region) with the highest CFRs: 1. #Michigan 2. #Connecticut  3. #NewYork  4. #Louisiana 5. #Minnesota  6. #NewJersey https://t.co/4UQHzIV3Qf'
156,0,b'COVID-19 Update US: Tom Lee of Fundstrat Global Advisors \xe2\x80\x94 #Coronavirus #COVID19 #Cuomo #FundstratGlobal #NewCases #NewYork #TomLee #USEasingOfRestrictions https://t.co/AOHmkq6mVS'
157,0,b'@raconteursaurus I went to #RandallsIland and it was pretty much the same all around. #NewYork for the most part gets it and are being cautious. But in some areas we can still do better.  #COVID19'
158,-1,"b'@TifaLockhart78 #California has 40 Million ppl @NYGovCuomo vs #NewYork 8 Million?  How come you have 23,000 dead vs 2,100 dead in #california ?   Just this week U realized #subways should be #sanitized (3 months late)  You sent #covid19 patients to Senior housing where they Spread Death to many'"
159,0,"b'In televised town hall, Trump pushes for economic reopening - Times of India   #coronavirus #coronarvirues #CoronaOutbreak #Wuhan #China #COVID19  #COVID #coronavirusUSA #CoronaVirusUpdate #ChineseVirus #WuhanVirus #US #WHO #Trump #NewYork #Covid_19   https://t.co/JRjwruXCFO'"
160,-1,"b""Racism in times of #pandemic \xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac  BTW the abusive arresting officer Francisco Garcia has been stripped of his badge &amp; assigned to desk duty #NewYork @NYCMayor #racists #socialDistancing #COVID19 #COVID\xe3\x83\xbc19 Can y'all MANAGE TO EVEN FAKE the guise of EQUAL TREATMENT, #NYPD?! https://t.co/4hN9IftdNz https://t.co/ZlMzHrUxux"""
161,0,b'My nigga came to check me . #middletown #money #newyork #upstate #quarantinelife #quarantine #covid19 #coronavirus like if nothing happened https://t.co/jxyBNJ6q1w'
162,-1,b'@NYGovCuomo Why did you order #COVID19 infected seniors to nursing homes where healthly Seniors became infected and Died as a Result of your NEGLIGENCE ??  You should Resign #Cuomo  #coronavirus #DemocratsAreADisgrace in #leadership #OPENAMERICANOW #cuomodeaths #NewYork'
163,0,b'Memories of #newyork before #Covid19 https://t.co/uqe3aAMyXT'
164,0,b'Weird to see empty aisles like this. I always have seen the shop because one it\xe2\x80\x99s aisles is open to the street. One day at a time. #coronavirus #covid #covid19 #covid_19 #nyc #ny #newyorkcity #newyork #les\xe2\x80\xa6 https://t.co/CdDsNCc8lh'
165,0,"b""#NewYork  Funeral Director Tells Project Veritas Independent Autopsy Revealed Hospital Falsely Attributed Death of Alzheimer's Patient to #COVID19  FRAUD https://t.co/xaFmL4nhws via @gatewaypundit"""
166,1,"b""Come on #NewYork , some residency program out there must have a PGY-1 vacancy. I'm a US-IMG with all 3 USMLE done, and I'm ready and willing to help contain this #pandemic. Our #HealthcareHeroes have been stretched thin. Will work for food. Just get me in. #MedTwitter #COVID19"""
167,0,"b""Mr. Paul Cary of #Colorado stepped up, risked his life &amp; traveled to #NYC to help #NewYork amidst #COVID19 pandemic. He passed away from #COVID19. Condolences to Mr. Cary's family, friends, neighbors &amp; colleagues. #Respect &amp; #Gratitude from this New Yorker. https://t.co/gH9u84X06O"""
168,0,b'Protect American Democracy During COVID-19 - eNewsletter #9 - https://t.co/jL6CTO8ZJJ #VotingMatters #Election2020 #NewYork #NY11 #Coronavirus #COVID19 #votebymail #votebymail2020 #EveryVoteElections https://t.co/O88sUQMPPZ'
169,1,"b'Hope everyone is enjoying the beautiful weather today. Remember, if you\xe2\x80\x99re going outside, wear a face covering. It will keep you safe and protect your fellow New Yorkers.  #NewYork #socialdistancing #rap #hiphop  #rapnews #hiphopnews #Covid19  #controllingthenarrative #nyc https://t.co/2b2QjdE4QQ'"
170,0,"b""#NewYork Funeral Director Tells #ProjectVeritas Independent Autopsy Revealed Hospital Falsely Attributed Death of Alzheimer's Patient to #COVID19 https://t.co/uc1BfTXcxV #hospitals #coronavirus"""
171,1,"b'With its #FirstRespondersFirst project, @FisherPrice will honor and aid those on the front lines of #COVID19.  READ MORE: https://t.co/tKRXgblePG  #coronavirus #healthcare #toys #Buffalo #NewYork #WNY https://t.co/5geP1ZN6qM'"
172,1,b'To partner with God we must have faith. Faith is the currency of Heaven. To have effective faith we must... #calvaryny #church #sunday #nyc #Jesus #NewYork #blessed #NY #sermon #churchonline #onlinechurch #preaching #preach #covid19 #coronavirus #2019nCoV #socialdistance #faith https://t.co/qjl8ITf5Kq'
173,0,b'Residents of the Big Apple are allowed outside providing they maintain 2m of distance and wear a mask. #FMTNews #NewYork #Covid19 https://t.co/5Yi1JIGGmB'
174,-1,b'Why are #Florida and #NewYork holding on to #COVID19 Testing results ?  Are all these numbers fake ?  I bet you they are   @NYGovCuomo @GovRonDeSantis  @RonDeSantisFL https://t.co/1FKTJXFzzv'
175,0,b'Taken on a short walk around the block. It feels like we have a long road to go still..but there is a light #pandemic #covid19 #yonkers #newyork #sunday #evening #sunset #stayhome #staysafe #notrunningrelated #green\xe2\x80\xa6 https://t.co/LoeSY1UKUg'
176,-1,"b""It's HOT and I am burning at home with a broken AC. HVAC shops are closed. I was rooting for humanity to flatten the curve. Now, I am rooting for the next Category 5 hurricane... #COVID19 #NYC #LOCKDOWN2020 #NewYork #NewYorkCity @WhiteHouse @realDonaldTrump @DNC @GOPconvention"""
177,0,"b""It's 7:00 in NYC... #FirstResponders #HealthcareWorkers #EssentialWorkers #NewYork #NY #NYC #Manhattan #MurrayHill #KipsBay #Coronavirus #Covid19 #GroupTherapyNYC @CandisLai https://t.co/W0kPjIFvYh"""
178,1,b'Join US at 7PM in showing appreciation to our heroes on the #frontlines during this #covid19 #pandemic  . . . #bdcs #nurses #appreciation #community #support #newyork #newyorkcity #bronx #whatdrivesyou #yourbronx\xe2\x80\xa6 https://t.co/Sjp1FTFLM2'
179,0,b'\xf0\x9f\x95\x96  CLON CLON CLON CLON CLON CLON CLON   \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\x8f \xf0\x9f\x91\xa8\xe2\x80\x8d\xe2\x9a\x95\xef\xb8\x8f \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x9a\x95\xef\xb8\x8f \xf0\x9f\x8f\xa5 \xf0\x9f\x9a\x91  #ClapForCarers #nyc #NewYork  #clapforNHS  #StayHomeSaveLives #SocialDistancing #COVID19 https://t.co/LVQqAadPNZ'
180,0,b'$CBDL #cbd #hemp #Cannabis #cannabidiol #cbdoil #gummies #cbdisolate #skincare #wellness #health #weightloss #Anxiety #healthylifestyle #diet #pets #tablet #handsanitizer #COVID19 #FoxNews #BreakingNews #stockstowatch #stocks #WallStreet #NewYork #OTC #Reuters #yacht #BULLISH'
181,0,"b'After more than a month of watching workers do their jobs remotely, landlords and companies have begun to plan on gradually seeing employees make their way back into the office.  READ MORE: https://t.co/BYo6yPwsI9  #COVID19 #returntowork #Buffalo #NewYork #WNY'"
182,0,"b'Legit 90% of my feed today is people out partying in groups.\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8fI took this pic in #NYC today, while 8 cops stood within 30 ft. of these people doing nada but enjoying the girls in bikinis. #socialdistancing #coronavirus #covid19 #nyc #fail #virus #newyork #darwinawards #healthcare https://t.co/UzS4HPU0Z6'"
183,0,b'Wow \xf0\x9f\x98\xb3 5/3/2020 Manhattan East village @NYGovCuomo @NYCMayor @nycgov @PIX11News @ABC7NY @fox5ny #NewYork #covid19 #coronavirus #NYCoronavirus #newyorkcity https://t.co/5Zsbu1DVVV'
184,0,b'Need a job? Here are the Western New York entities that are hiring now.  READ MORE: https://t.co/agoQynJO0K  #COVID19 #jobs #Buffalo #NewYork #WNY'
185,0,"b'After more than a month of watching workers do their jobs remotely, landlords and companies have begun to plan on gradually seeing employees make their way back into the office.  #COVID19 #returntowork #Buffalo #NewYork #WNY https://t.co/U2Uo6RlcO1'"
186,-1,"b'#NewYork is Artificially inflating deaths to obtain special monetary rewards by labeling all deaths as #Covid19 which its a felony to alter a Death Certificate.  Other states may also be criminal in this behavior, why that # is lower than being reported in the news by 30K+ https://t.co/3YChn0SFNs'"
187,0,"b'Through the pandemic, @BfloBizFirst is following six local small businesses as they cope with the trials and tribulations of #COVID19.  READ MORE: https://t.co/nognXLoZLf  #smallbusiness #SMB #Buffalo #NewYork #WNY'"
188,1,b'The #EiffelTower joined other global landmarks Saturday in capping a sparkling tribute launched by the #EmpireState Building in #NewYork to those battling the #coronavirus  #Europe #COVID19 #lockdown #CoronaVirusUpdates https://t.co/mLQSWyGABi'
189,0,b'#ICYMI All of the Coping with COVID episodes have been uploaded to my website. It is the first section you see on the homepage.  View them here: https://t.co/lgiOotesWH  Happy Sunday everyone! #COVID19 #NYC #37District #Brooklyn #NewYork #citycouncil #CWCwithKimC https://t.co/CvVf3A1OiH'
190,1,"b'For God so loved\xc2\xa0the world that he gave\xc2\xa0his one and only Son,\xc2\xa0that whoever believes\xc2\xa0in him shall not perish but have eternal life.John 3:16 #JesusSaves #UK #USA #Canada #London #NewYork #Scotland #Netherland #LA #NewOrleans #Thuesday #COVID19 #Australia  #Irland #Florida #Nigeria https://t.co/7eE3OXNw2J'"
191,0,b'@CD_AACR | Case Fatality Rate of #Cancer Patients with #COVID19 in a #NewYork Hospital System | Article: \xf0\x9f\x94\x8e https://t.co/HkYxYzLCxf https://t.co/6AVvXDKI37'
192,0,b'#NewYork records 280 new deaths; northeastern states partner to purchase equipment. https://t.co/92HPo1hcng #Coronavirus #Covid19'
193,-1,"b""Just the sort of strategy you'd expect to see from a sitting President in a crisis... best this one could do was let's try uv light... maybe be inside or #disinfectant ... national embarrassment #trump #covid19 #NewYork #Cuomo https://t.co/7LcgsJ4NfT"""
194,0,b'#Nature is the best cure for #Covid19 anxiety.  @Saranac Lake #NewYork  #Ilovetheadirondaks https://t.co/ci1AKQIvKr'
195,0,"b""Today in New York,  my dear friends have been in total quarantine now for over 45 days and decided to get out to the #centralpark #newyork #covid19. They've lost 4 associates to the\xe2\x80\xa6 https://t.co/47AIBnvDWV"""
196,1,b'I\xe2\x80\x99m head over heels for #NewYork Governor #Cuomo and Madame Secretary #MelissaDerosa.   Immensely proud my home state of #PA is part of this coalition. Good job @GovernorTomWolf!   I\xe2\x80\x99ve never felt so good about government leadership. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 parts of it anyway.. #coronavirus #COVID19 https://t.co/VEC7zqdQfA https://t.co/FU2iqgv8MH'
197,-1,b'The amount of people not social distancing or even wearing a mask in large ass groups in the park right now is disgusting. This is why #NewYork has the highest number of #COVID19'
198,0,b'Is NY State opening up or is this a case of non compliance? @andrewcuomo @SaratogianNews @timesunion @SSPDNY @singmysongbird #COVID19 #NewYork #Saratoga https://t.co/ClzjTzm6zM'
199,0,b'Here is a look inside #construction projects in the Buffalo region impacted by #COVID19.  READ MORE: https://t.co/YYvhv5ejqO  #development #Buffalo #NewYork #WNY'
200,1,b'So happy to hear NYC and New York are getting out of the muck.   #COVID19 #NewYork https://t.co/zw5nAr67Tp'
201,0,"b'As the numbers continue to drop, the state is beginning to move forward to reopen the economy beginning May 15.   #COVID19 #Buffalo #NewYork #WNY https://t.co/UIkJLZNX0T'"
202,0,b'Rumor Has It #rumorhasit #crownheights #brooklyn #coronavirusnyc #socialdistancing #corona #coronavirus #covid19 #gettyimages #covid_19 #koronavir\xc3\xbcs\xc3\xbc #selfquarantine #asmpny #koronag\xc3\xbcnleri #newyorkcity #newyork #nyc\xe2\x80\xa6 https://t.co/pYWI7ruiCb'
203,0,"b""D'Amato blasts #NewYork for putting #coronavirus patients in nursing homes by #Cuomo's executive order. https://t.co/wkp67g8enP via @nypmetro @nypost #NYC #NYS #COVID19 #Pandemic #QuarantineLife #Quarantine #Lockdown #nursinghomes"""
204,0,"b""@SenSchumer #California won't enlist its 6,300 pharmacies to test for #COVID19.  Most states, including #NewYork, #Florida &amp; #Texas, allow pharmacies to swab people &amp; test them in hopes that it will help make testing more readily accessible.\xc2\xa0  https://t.co/IfpVrFOyLm"""
205,0,"b'Wise words.  And America\xe2\x80\x99s economy survived that as well. We didn\xe2\x80\x99t disappear.  It\xe2\x80\x99s going to be a rough ride, but a necessary one. We can build a few less war planes and bombs are take care of people first. We have more than enough to \xe2\x80\x9cprotect ourselves.\xe2\x80\x9d #COVID19 #NewYork https://t.co/pFgMW7JKAO'"
206,0,b'@buckigirl511 @Helenhs @thomaskaine5 Why do #OpenAmerica businesses #Stores believe tak\xe2\x80\x99g a temperature of #EssentialWorkers or customers indicate #COVID19 free/not sick? #CDC @WHO IMO made it clr ppl W/OUTsymptoms can spread #coronavirus #NewYork #Georgia #Florida #Texas #reiders #StayHomeSaveLifes #SocialDistance'
207,0,"b'@NYGovCuomo\'s #COVID19 briefing: ""#Density is the enemy here. #NewYork dense housing, dense transportation, dense sidewalks.. . in that density it takes off as a fire through dry grass."" #WearAMask'"
208,0,"b'My May Mood. I don\xe2\x80\x99t like the N95 masks or mainstream fashion sheets/bandanas, so here you go for my early summer 2 pieces custom made mask. Stay safe everyone! #nyc #newyork #pandemic #coronavirus #COVID__19 #covid19 #mask #art #music #musician #artist #fashion #artist #design https://t.co/zx4jcP4uDo'"
209,0,"b""@GavinNewsom #California won't enlist its 6,300 pharmacies to test for #COVID19.  Most states, including #NewYork, #Florida &amp; #Texas, allow pharmacies to swab people &amp; test them in hopes that it will help make testing more readily accessible.\xc2\xa0  https://t.co/IfpVrFOyLm"""
210,0,"b'@ChuckCallesto Considering the most cases of #COVID19 are in #NewYork, #Massachusetts &amp; #NewJersey in #America, and in #Canada #Quebec &amp; #Ontario, it would make perfect sense given the distance between these places &amp; Maryland Fort Detrick. https://t.co/rnxyeISDu6'"
211,-1,"b""After watching #GovernorAndrewCuomo speak, #NewYork is lucky to have him.  Too bad HE wasn't #President instead of the useless, corrupt, orange chode that is #dotard #trump!  #CuomoForPresident #Cuomo #COVID19 #Lockdown2 #LOCKDOWN2020 #lockdown #RapistTrump   @realDonaldTrump https://t.co/akKwv86Q32"""
212,0,"b""@RobGeorge @CharmianNeary @NYGovCuomo When the US started to shut down travel from foreign countries would have been a better reference point from #Cuomo. Especially given #NewYork's high-risk density and a transit system that would augment the spread of #COVID19. #NYC #Coronavirus"""
213,-1,b'Gov. Andrew Cuomo Had the Worst Response to the Crisis of Any Governor in America - #GovernorAndrewCuomo #NewYork #NewYorkLockdown #WalkAway #Coronavirus #CoronavirusLockdown #COVID19 #CoronavirusPandemic #AndrewCuomo  https://t.co/hGnrL2a0vq'
214,-1,"b'I guess acording to this trump supporter virus denier, he says #NY leaders have no sense and they are to blame  #FilmYourHospital #NewYork #NYC #covid19 \xe2\x80\x9c#nurses should go home as then more ppl would live\xe2\x80\x9d. WTF https://t.co/ZLVQvdp53O'"
215,1,b'It sounds like an idea! This could work also in other over-populated cities around the globe. NYC\xe2\x80\x99s Restaurant Reopening Could Include Outdoor Seating On Closed Streets   https://t.co/ae9XqC8VKS #NewYork #EaterNY #Restaurants #pandemic #Covid19 #coronavirus #hospitality #tourism'
216,0,b'#breaking - #NewYork state will launch a regional purchasing consortium in conjunction with #NewJersey #Connecticut and other #eastcoast states  to buy #PPE from regional and state suppliers first and source elsewhere. #covid19 #coronavirus'
217,0,"b""@NYGovCuomo At your briefing today you've stated New York is on Day 64 of lockdown but you tweeted your executive order for 100% stay-home on 20th March \xf0\x9f\x98\xb7 That's only 44 days!! @cnnbrk #NewYork #coronavirus #Covid19 https://t.co/hLgK5Riyg2"""
218,0,b'\xf0\x9f\xa6\xa0COVID-19 updates for the US from #NewYork! #covid19 https://t.co/ezcXXgLauD'
219,-1,"b'@StoryHaikuTanka A #nursinghome in #NewYork has reported the deaths of 98 residents who are believed to have had #coronavirus. The ""horrifying"" death toll ... is believed to be one of the worst outbreaks in the #USA... #SkyNews, May 2 https://t.co/YWD4YjLttw #Covid19 #Covid19USA #Covid19NewYork'"
